Make,Type,Year,Origin,Color,Options,Engine_Size,Fuel_Type,Gear_Type,Mileage,Region,Price,Negotiable
Honda,Odyssey,2020,Saudi,Navy,Semi Full,3.5,Gas,Automatic,1300,Jeddah,165000,False
Toyota,Furniture,2019,Saudi,White,Semi Full,4.0,Gas,Automatic,47000,Jeddah,120000,False
Toyota,Furniture,2019,Saudi,Black,Semi Full,2.7,Gas,Automatic,20000,Jeddah,102000,False
Mazda,6,2021,Saudi,Grey,Standard,2.5,Gas,Automatic,115,Jeddah,93000,False
Renault,Capture,2017,Saudi,Bronze,Semi Full,1.6,Gas,Automatic,56000,Jeddah,42000,False
Ford,Vego,2019,Saudi,White,Standard,1.5,Gas,Automatic,51419,Jeddah,27500,False
Ford,Vego,2019,Saudi,White,Standard,1.5,Gas,Automatic,47856,Jeddah,27500,False
Ford,Vego,2019,Saudi,Black,Standard,1.5,Gas,Automatic,26315,Jeddah,27499,False
Peugeot,301,2015,Saudi,Blue,Semi Full,1.6,Gas,Manual,278000,Jeddah,15000,False
Ford,Victoria,2006,Saudi,Grey,Standard,4.7,Gas,Automatic,200000,Riyadh,0,True
Hyundai,Elantra,2019,Saudi,White,Standard,1.6,Gas,Automatic,61374,Riyadh,46500,False
Hyundai,H1,2017,Saudi,White,Standard,2.4,Gas,Automatic,209677,Riyadh,47500,False
Hyundai,Sonata,2015,Saudi,Grey,Semi Full,2.4,Gas,Automatic,235575,Riyadh,47500,False
Toyota,Corolla,2016,Saudi,White,Semi Full,1.6,Gas,Automatic,138661,Riyadh,47500,False
Ford,Ranger,2019,Saudi,White,Semi Full,3.2,Diesel,Automatic,5064,Qassim,0,True
Mercedes,S,2018,Saudi,Another Color,Full,3.5,Gas,Automatic,53700,Qassim,320000,False
Mercedes,S,2018,Saudi,Another Color,Full,3.5,Gas,Automatic,53000,Qassim,0,True
Mercedes,S,2018,Saudi,Another Color,Full,3.5,Gas,Automatic,53700,Qassim,0,True
Mercedes,C,2015,Gulf Arabic,Black,Standard,2.4,Gas,Automatic,127000,Riyadh,102000,False
Ford,Taurus,2017,Gulf Arabic,Black,Full,3.5,Gas,Automatic,27000,Riyadh,83000,False
GMC,Yukon,2016,Gulf Arabic,Black,Semi Full,5.2,Gas,Automatic,104000,Riyadh,124000,False
Chrysler,300,2016,Gulf Arabic,Another Color,Semi Full,3.6,Gas,Automatic,85000,Riyadh,78000,False
Honda,Accord,2016,Gulf Arabic,White,Standard,2.4,Gas,Automatic,90000,Riyadh,65000,False
Ford,Expedition,2016,Gulf Arabic,Another Color,Semi Full,3.5,Gas,Automatic,63000,Riyadh,95000,False
Hyundai,Elantra,2014,Saudi,Silver,Semi Full,2.0,Gas,Automatic,300000,Jeddah,0,True
Mercedes,CLA,2015,Gulf Arabic,White,Full,2.0,Gas,Automatic,123000,Riyadh,78000,False
Toyota,Avalon,2016,Gulf Arabic,Silver,Semi Full,3.5,Gas,Automatic,93000,Riyadh,75000,False
Mercedes,E,2016,Gulf Arabic,White,Full,3.0,Gas,Automatic,117000,Riyadh,110000,False
Chrysler,300,2016,Gulf Arabic,Black,Full,3.5,Gas,Automatic,18000,Riyadh,86000,False
Audi,A6,2021,Other,White,Full,2.0,Gas,Automatic,1800,Dammam,245000,False
Chevrolet,Suburban,2016,Gulf Arabic,Golden,Standard,5.2,Gas,Automatic,96000,Riyadh,126000,False
Toyota,Camry,2016,Gulf Arabic,White,Full,2.4,Gas,Automatic,75000,Riyadh,68000,False
Hyundai,Sonata,2015,Gulf Arabic,Red,Standard,2.4,Gas,Automatic,80000,Riyadh,45000,False
Chevrolet,Impala,2018,Gulf Arabic,Navy,Full,3.5,Gas,Automatic,113000,Riyadh,78000,False
Chevrolet,Tahoe,2016,Gulf Arabic,Silver,Semi Full,5.2,Gas,Automatic,93000,Riyadh,130000,False
Lexus,ES,2018,Gulf Arabic,Bronze,Standard,3.5,Gas,Automatic,65000,Riyadh,122000,False
Nissan,Altima,2018,Gulf Arabic,Silver,Semi Full,2.5,Gas,Automatic,32000,Riyadh,66000,False
Honda,Odyssey,2016,Gulf Arabic,White,Standard,2.4,Gas,Automatic,87000,Riyadh,65000,False
Hyundai,Elantra,2019,Saudi,White,Standard,1.6,Gas,Automatic,78781,Riyadh,47500,False
Hyundai,Elantra,2019,Saudi,Grey,Standard,1.6,Gas,Automatic,106787,Riyadh,48500,False
Hyundai,Elantra,2019,Saudi,Silver,Standard,1.6,Gas,Automatic,116842,Riyadh,48500,False
Hyundai,Elantra,2019,Saudi,White,Standard,1.6,Gas,Automatic,107133,Riyadh,48500,False
Chevrolet,Impala,2016,Gulf Arabic,White,Full,3.5,Gas,Automatic,152000,Riyadh,70000,False
Honda,Pilot,2015,Gulf Arabic,Silver,Full,3.5,Gas,Automatic,98000,Riyadh,75000,False
Chevrolet,Impala,2016,Gulf Arabic,White,Full,3.5,Gas,Automatic,117000,Riyadh,72000,False
Toyota,Previa,2017,Gulf Arabic,White,Semi Full,3.0,Gas,Automatic,101000,Riyadh,65000,False
Ford,Explorer,2016,Gulf Arabic,Brown,Standard,3.8,Gas,Automatic,83000,Riyadh,85000,False
Chevrolet,Tahoe,2020,Gulf Arabic,Red,Standard,5.3,Gas,Automatic,37000,Riyadh,165000,False
Hyundai,H1,2018,Saudi,Blue,Semi Full,2.4,Gas,Automatic,49000,Aseer,70000,False
Chevrolet,Tahoe,2016,Gulf Arabic,Black,Semi Full,5.3,Gas,Automatic,109000,Riyadh,130000,False
GMC,Suburban,2016,Gulf Arabic,Another Color,Standard,5.3,Gas,Automatic,98000,Riyadh,140000,False
Toyota,Hilux,2016,Saudi,White,Semi Full,2.7,Gas,Automatic,162500,Hail,84000,False
Ford,Flex,2012,Saudi,Silver,Semi Full,3.5,Gas,Automatic,282000,Khobar,25000,False
Nissan,X-Terra,2014,Saudi,Black,Full,4.0,Gas,Automatic,133000,Jeddah,80000,False
Toyota,Cressida,1996,Saudi,White,Semi Full,2.4,Gas,Manual,600,Yanbu,10000,False
Hyundai,Elantra,2019,Saudi,White,Standard,1.6,Gas,Automatic,91959,Riyadh,48500,False
Hyundai,Elantra,2019,Saudi,Silver,Standard,1.6,Gas,Automatic,103358,Riyadh,48500,False
Kia,Optima,2018,Saudi,Red,Standard,2.0,Gas,Automatic,101381,Riyadh,48500,False
Hyundai,Sonata,2017,Saudi,White,Standard,2.4,Gas,Automatic,165163,Riyadh,49000,False
Hyundai,Sonata,2016,Saudi,Brown,Semi Full,2.4,Gas,Automatic,235000,Riyadh,46000,False
Renault,Duster,2016,Saudi,Black,Standard,2.0,Gas,Automatic,55000,Riyadh,26000,False
Ford,Expedition,2017,Saudi,Another Color,Standard,3.5,Gas,Automatic,123000,Riyadh,85000,False
Mercedes,C,2019,Other,White,Semi Full,2.0,Gas,Automatic,35000,Dammam,145000,False
Hyundai,Tucson,2017,Saudi,Blue,Standard,1.6,Gas,Automatic,17005,Jeddah,70000,False
Chevrolet,Impala,2016,Gulf Arabic,Black,Standard,3.0,Diesel,Manual,88000,Qassim,61000,False
Mercedes,S,2019,Saudi,Black,Full,4.0,Gas,Automatic,30000,Makkah,320000,False
Kia,Sportage,2021,Saudi,Grey,Standard,1.6,Gas,Automatic,4000,Dammam,75000,False
Ford,Other,1982,Other,Bronze,Full,5.0,Gas,Automatic,34000,Dammam,180000,False
Chevrolet,Traverse,2012,Saudi,White,Standard,3.6,Gas,Automatic,180000,Riyadh,0,True
MG,RX5,2019,Gulf Arabic,Blue,Full,2.0,Gas,Automatic,42000,Taef,1310,False
Lexus,RX,2017,Other,White,Full,3.5,Gas,Automatic,94051,Riyadh,173000,False
Lexus,ES,2017,Other,Golden,Full,3.5,Gas,Automatic,34593,Riyadh,148000,False
Toyota,Corolla,2018,Saudi,Brown,Standard,1.6,Gas,Automatic,55398,Riyadh,49000,False
Nissan,Altima,2016,Saudi,White,Standard,2.5,Gas,Automatic,112915,Riyadh,49000,False
Hyundai,Elantra,2019,Saudi,White,Standard,1.6,Gas,Automatic,35093,Riyadh,50000,False
Hyundai,Elantra,2017,Saudi,Grey,Full,1.6,Gas,Automatic,132310,Riyadh,49500,False
Ford,Explorer,2016,Other,Black,Standard,2.5,Gas,Automatic,83000,Riyadh,86000,False
Mercedes,C,2018,Other,Grey,Full,2.0,Gas,Automatic,82215,Riyadh,138000,False
Ford,Mustang,2019,Other,White,Full,2.3,Gas,Automatic,52538,Riyadh,138000,False
Chevrolet,Tahoe,2016,Other,Golden,Full,5.3,Gas,Automatic,128000,Riyadh,164000,False
Toyota,Camry,2006,Saudi,Golden,Semi Full,2.5,Gas,Manual,780000,Tabouk,0,True
Chevrolet,Tahoe,2016,Saudi,Golden,Semi Full,5.3,Gas,Automatic,53000,Hail,0,True
Hyundai,Elantra,2011,Saudi,White,Standard,2.0,Gas,Manual,300000,Najran,13000,False
Chevrolet,Blazer,2006,Saudi,Black,Semi Full,3.6,Gas,Automatic,449,Riyadh,0,True
Ford,Expedition,2006,Other,Black,Full,5.4,Gas,Automatic,341,Al-Jouf,0,True
Hyundai,Sonata,2018,Other,Black,Full,1.7,Diesel,Automatic,85000,Qassim,0,True
Nissan,Patrol,2015,Saudi,Grey,Full,3.2,Gas,Automatic,125000,Riyadh,130000,False
Ford,Taurus,2011,Saudi,Red,Semi Full,3.5,Gas,Automatic,281000,Khobar,29500,False
Toyota,Hilux,2011,Saudi,White,Standard,2.7,Gas,Manual,525913,Dammam,0,True
Toyota,Hiace,2016,Saudi,White,Standard,2.7,Gas,Manual,128332,Dammam,0,True
Chevrolet,Suburban,2011,Saudi,Golden,Semi Full,4.0,Gas,Automatic,270,Makkah,37000,False
Ford,Mustang,2016,Other,Red,Full,2.3,Gas,Automatic,84000,Dammam,99000,False
Hyundai,Sonata,2016,Saudi,Red,Standard,2.4,Gas,Automatic,220000,Riyadh,43000,False
Mercedes,E,2019,Other,Grey,Full,2.0,Gas,Automatic,28000,Dammam,230000,False
Hyundai,Accent,2018,Saudi,White,Standard,1.4,Gas,Automatic,128000,Dammam,28000,False
Mercedes,Maybach,2019,Saudi,Black,Full,6.0,Gas,Automatic,29000,Riyadh,0,True
Nissan,Sentra,2016,Saudi,White,Standard,1.6,Gas,Automatic,81000,Riyadh,38000,False
Nissan,Altima,2017,Saudi,White,Full,2.5,Gas,Automatic,135988,Riyadh,49500,False
Ford,Expedition,2012,Saudi,Grey,Semi Full,5.4,Gas,Automatic,266007,Riyadh,49500,False
Changan,Eado,2020,Saudi,Brown,Semi Full,1.6,Gas,Automatic,24938,Riyadh,49500,False
Toyota,Camry,2015,Gulf Arabic,White,Full,2.5,Gas,Automatic,237171,Riyadh,50000,False
Toyota,Hilux,2009,Saudi,White,Standard,2.7,Gas,Manual,357172,Dammam,0,True
Nissan,Sunny,2016,Saudi,White,Standard,1.5,Gas,Automatic,211000,Riyadh,20000,False
Toyota,Hilux,2020,Saudi,White,Full,2.4,Diesel,Manual,29000,Dammam,142000,False
Toyota,Land Cruiser,2017,Gulf Arabic,White,Full,4.6,Gas,Automatic,200000,Dammam,180000,False
Toyota,Avalon,2016,Other,Silver,Semi Full,3.5,Gas,Automatic,110000,Qassim,73000,False
Audi,A6,2021,Saudi,Black,Semi Full,2.0,Gas,Automatic,5000,Makkah,230000,False
Toyota,Hilux,2017,Gulf Arabic,White,Semi Full,2.7,Gas,Manual,189000,Dammam,0,True
Lexus,LX,2013,Saudi,White,Full,5.7,Gas,Automatic,252000,Aseer,145000,False
Toyota,Camry,2016,Saudi,Another Color,Standard,2.5,Gas,Automatic,86000,Riyadh,60000,False
Changan,V7,2018,Saudi,Silver,Full,1.5,Gas,Automatic,70606,Dammam,0,True
Toyota,FJ,2017,Saudi,White,Full,4.0,Gas,Automatic,51000,Dammam,0,True
Kia,Seltos,2021,Saudi,White,Standard,1.6,Gas,Automatic,1700,Al-Medina,70000,False
Mercedes,S,2007,Other,Black,Semi Full,4.0,Gas,Automatic,195657,Dammam,0,True
MINI,Copper,2015,Saudi,Grey,Semi Full,2.0,Gas,Manual,237000,Dammam,0,True
Nissan,Datsun,2007,Saudi,White,Full,2.4,Gas,Manual,214,Abha,0,True
Chevrolet,Tahoe,2009,Saudi,Black,Semi Full,5.3,Gas,Automatic,272000,Dammam,0,True
BMW,The 7,2011,Saudi,White,Full,2.0,Gas,Automatic,115,Jeddah,65000,False
Kia,Sportage,2014,Saudi,Brown,Semi Full,2.4,Gas,Automatic,250846,Dammam,0,True
Toyota,Furniture,2014,Saudi,Black,Semi Full,2.7,Gas,Automatic,169000,Dammam,0,True
Toyota,Hilux,2019,Saudi,White,Full,2.7,Diesel,Automatic,73577,Riyadh,135000,False
GMC,Yukon,2016,Saudi,Silver,Standard,5.3,Gas,Automatic,103000,Dammam,0,True
Toyota,Rav4,2020,Saudi,White,Standard,2.0,Gas,Automatic,30000,Najran,93000,False
Lexus,LX,2014,Saudi,Bronze,Full,5.7,Gas,Automatic,243000,Dammam,0,True
Toyota,Land Cruiser,2016,Saudi,White,Full,4.6,Gas,Automatic,167643,Dammam,0,True
Toyota,Corolla,2018,Saudi,Silver,Standard,1.6,Gas,Automatic,90084,Riyadh,50000,False
Nissan,Datsun,2016,Saudi,White,Semi Full,2.7,Gas,Automatic,109766,Riyadh,50500,False
Hyundai,Elantra,2019,Saudi,Navy,Standard,1.6,Gas,Automatic,101364,Riyadh,50500,False
Ford,Expedition,2012,Saudi,White,Semi Full,5.4,Gas,Automatic,177078,Riyadh,51000,False
Toyota,Prado,2012,Saudi,White,Semi Full,2.7,Gas,Automatic,432345,Dammam,0,True
Mazda,CX9,2014,Saudi,Black,Full,3.7,Gas,Automatic,388000,Riyadh,37000,False
Dodge,Challenger,2018,Other,Another Color,Full,4.5,Gas,Automatic,90000,Dammam,113000,False
Ford,Taurus,2016,Other,Another Color,Full,3.5,Gas,Automatic,105,Riyadh,83000,False
Kia,Optima,2015,Saudi,Navy,Semi Full,2.4,Gas,Automatic,359000,Riyadh,32000,False
Porsche,Panamera,2011,Saudi,White,Full,4.8,Gas,Automatic,49000,Dammam,125000,False
Chevrolet,Impala,2018,Gulf Arabic,Black,Standard,3.6,Gas,Automatic,112000,Dammam,67000,False
Renault,Duster,2017,Saudi,Silver,Standard,2.0,Gas,Automatic,83000,Riyadh,26000,False
Genesis,Prestige,2016,Saudi,Black,Standard,3.8,Gas,Automatic,165000,Riyadh,84000,False
Hyundai,Elantra,2017,Saudi,White,Semi Full,2.0,Gas,Automatic,150000,Riyadh,40000,False
Toyota,Land Cruiser,2011,Saudi,White,Full,4.6,Gas,Automatic,211000,Dammam,115000,False
Hyundai,Elantra,2016,Saudi,White,Standard,1.6,Gas,Automatic,172600,Dammam,35000,False
Toyota,Camry,2016,Other,White,Standard,2.5,Gas,Automatic,148254,Qassim,59000,False
Chevrolet,Tahoe,2021,Saudi,Bronze,Semi Full,5.3,Gas,Automatic,700,Dammam,229000,False
Toyota,Land Cruiser,2003,Other,Golden,Full,4.6,Gas,Automatic,225,Tabouk,35000,False
Chevrolet,Tahoe,2013,Saudi,Red,Semi Full,5.3,Gas,Automatic,211257,Jeddah,60000,False
Chevrolet,Malibu,2013,Saudi,White,Standard,2.0,Gas,Automatic,200,Al-Medina,0,True
Kia,Optima,2006,Other,White,Standard,1.3,Gas,Manual,290000,Taef,6000,False
Mercedes,E,1983,Saudi,White,Standard,2.0,Gas,Manual,300000,Dammam,0,True
Lexus,ES,2009,Saudi,White,Standard,3.6,Gas,Automatic,300000,Al-Baha,43000,False
Toyota,Camry,2017,Saudi,Grey,Standard,2.5,Gas,Automatic,380000,Dammam,43000,False
Lexus,ES,2018,Other,White,Full,3.5,Gas,Automatic,66000,Riyadh,139000,False
Toyota,Prado,2016,Saudi,White,Full,4.0,Gas,Automatic,191000,Riyadh,0,True
Mitsubishi,Pajero,2015,Saudi,White,Standard,3.5,Gas,Automatic,135063,Jeddah,52000,False
Kia,Optima,2016,Saudi,Grey,Semi Full,2.4,Gas,Automatic,233124,Riyadh,51500,False
Changan,Eado,2020,Saudi,Blue,Full,1.6,Gas,Automatic,36748,Riyadh,51500,False
Changan,CS75,2019,Saudi,Grey,Full,1.8,Gas,Automatic,83425,Riyadh,51500,False
Bentley,Flying Spur,2015,Saudi,Black,Full,6.0,Gas,Automatic,47000,Dammam,310000,False
Chevrolet,Impala,2019,Gulf Arabic,White,Standard,3.6,Gas,Automatic,144000,Dammam,77000,False
Mitsubishi,Outlander,2017,Saudi,White,Semi Full,2.4,Gas,Automatic,102000,Al-Medina,42000,False
Toyota,Furniture,2013,Saudi,White,Standard,4.0,Gas,Automatic,248500,Riyadh,58000,False
Toyota,Rav4,2012,Saudi,White,Standard,2.5,Gas,Automatic,234000,Dammam,30000,False
GMC,Sierra,2020,Saudi,White,Standard,5.3,Gas,Automatic,17000,Qassim,135000,False
Nissan,Datsun,2016,Saudi,White,Standard,2.4,Gas,Manual,866,Qassim,53000,False
Honda,Accord,2016,Gulf Arabic,White,Full,1.6,Gas,Automatic,81000,Al-Ahsa,63000,False
Ford,Expedition,2013,Saudi,Navy,Standard,5.4,Gas,Automatic,305000,Riyadh,0,True
HAVAL,H6,2020,Saudi,Brown,Full,2.0,Gas,Automatic,50500,Riyadh,0,True
Dodge,Charger,2013,Saudi,Grey,Full,5.7,Gas,Automatic,198000,Al-Medina,39000,False
Toyota,Land Cruiser,1997,Saudi,White,Semi Full,4.6,Gas,Manual,540000,Al-Medina,38000,False
Toyota,Land Cruiser,2013,Saudi,White,Semi Full,4.6,Gas,Automatic,25000,Riyadh,0,True
Land Rover,Range Rover,2009,Saudi,Black,Full,2.4,Gas,Automatic,2013000,Jeddah,35000,False
Toyota,Land Cruiser,2004,Other,Red,Full,4.6,Gas,Automatic,460,Dammam,0,True
Dodge,Charger,2018,Saudi,Silver,Full,5.7,Gas,Automatic,130000,Dammam,2300,False
Hyundai,Sonata,2012,Saudi,White,Semi Full,2.4,Gas,Automatic,487000,Tabouk,19000,False
Toyota,Camry,2017,Saudi,White,Standard,2.5,Gas,Automatic,175000,Aseer,45000,False
Hyundai,Elantra,2019,Saudi,White,Standard,1.6,Gas,Automatic,76014,Jeddah,48000,False
Nissan,Sunny,2019,Saudi,White,Standard,1.5,Gas,Automatic,147008,Jeddah,28000,False
Hyundai,Tucson,2017,Saudi,Brown,Semi Full,2.0,Gas,Automatic,105237,Jeddah,58000,False
Toyota,Land Cruiser,2018,Saudi,White,Full,5.7,Gas,Automatic,125000,Jeddah,245000,False
Lexus,ES,2016,Other,Grey,Full,3.5,Gas,Automatic,50000,Dammam,126000,False
Toyota,Corolla,2018,Saudi,White,Standard,1.6,Gas,Automatic,88288,Riyadh,51500,False
Hyundai,Elantra,2019,Saudi,Silver,Standard,2.0,Gas,Automatic,70568,Riyadh,51500,False
Mazda,CX9,2014,Saudi,Grey,Semi Full,3.7,Gas,Automatic,289903,Riyadh,51500,False
Kia,Sorento,2015,Saudi,Grey,Full,3.5,Gas,Automatic,116731,Riyadh,52000,False
Toyota,Yaris,2019,Saudi,Silver,Standard,1.5,Gas,Automatic,59000,Dammam,41000,False
Ford,Explorer,2016,Other,Brown,Full,3.5,Gas,Automatic,106115,Riyadh,122000,False
Nissan,Sunny,2014,Saudi,Red,Standard,1.5,Gas,Automatic,139740,Riyadh,20000,False
Aston Martin,Vanquish,2013,Saudi,Another Color,Full,6.0,Gas,Automatic,32000,Dammam,400000,False
Toyota,Hilux,2017,Saudi,White,Full,2.7,Gas,Manual,100000,Riyadh,90000,False
Mazda,CX9,2020,Saudi,Brown,Full,3.5,Gas,Automatic,25182,Riyadh,120000,False
Mitsubishi,Other,2006,Saudi,White,Standard,2.5,Diesel,Manual,140000,Al-Medina,45000,False
Hyundai,Elantra,2016,Saudi,Another Color,Full,2.0,Gas,Automatic,4000,Riyadh,48000,False
Toyota,Land Cruiser,2013,Saudi,White,Full,4.6,Gas,Automatic,275000,Riyadh,125000,False
Toyota,Camry,2020,Saudi,Silver,Standard,2.5,Gas,Automatic,25000,Jeddah,95000,False
Ford,F150,2013,Saudi,White,Standard,5.0,Gas,Automatic,222000,Dammam,38000,False
Ford,F150,2018,Gulf Arabic,Brown,Full,5.0,Gas,Automatic,59790,Qassim,135000,False
Toyota,Camry,2017,Saudi,Silver,Full,2.5,Gas,Automatic,253641,Qassim,62000,False
Chrysler,C300,2015,Other,White,Semi Full,3.6,Gas,Automatic,109000,Al-Ahsa,70000,False
Toyota,Hilux,2011,Saudi,White,Full,2.7,Gas,Manual,354000,Al-Medina,0,True
Nissan,Altima,2018,Saudi,Red,Semi Full,2.5,Gas,Automatic,69800,Riyadh,0,True
Hyundai,Sonata,2019,Saudi,Grey,Semi Full,2.4,Gas,Automatic,100000,Riyadh,50000,False
Chevrolet,Tahoe,2019,Saudi,Black,Semi Full,5.3,Gas,Automatic,10000,Riyadh,140000,False
Toyota,Land Cruiser,2019,Gulf Arabic,White,Full,4.6,Gas,Automatic,6000,Dammam,267000,False
Toyota,Ciocca,2012,Saudi,Grey,Full,5.7,Gas,Automatic,67000,Dammam,0,True
Mitsubishi,Attrage,2020,Saudi,Silver,Standard,1.2,Gas,Automatic,15000,Riyadh,25000,False
Toyota,Rav4,2018,Saudi,Black,Full,1.8,Gas,Automatic,63000,Makkah,90000,False
Hyundai,Sonata,2016,Saudi,White,Standard,2.4,Gas,Automatic,159000,Riyadh,38000,False
Volkswagen,Touareg,2012,Saudi,Another Color,Semi Full,4.0,Gas,Automatic,243000,Riyadh,50000,False
Kia,Optima,2015,Saudi,White,Standard,2.4,Gas,Manual,104000,Riyadh,25000,False
Hyundai,Elantra,2019,Saudi,White,Standard,1.6,Gas,Automatic,75392,Riyadh,52500,False
Hyundai,Elantra,2019,Saudi,White,Standard,2.0,Gas,Automatic,18197,Riyadh,53000,False
Hyundai,Elantra,2019,Saudi,Silver,Standard,2.0,Gas,Automatic,22999,Riyadh,53000,False
Mazda,6,2015,Gulf Arabic,Blue,Standard,2.0,Gas,Automatic,82914,Riyadh,53000,False
Toyota,Camry,2017,Saudi,White,Semi Full,2.4,Gas,Automatic,190000,Riyadh,54000,False
BMW,The 5,2014,Saudi,Black,Standard,2.0,Gas,Automatic,150000,Khobar,57000,False
Chevrolet,Impala,2016,Saudi,Silver,Standard,3.6,Gas,Automatic,118000,Riyadh,48000,False
Hyundai,Accent,2018,Saudi,White,Standard,1.4,Gas,Automatic,137175,Riyadh,32000,False
Mazda,CX9,2020,Saudi,Navy,Full,2.5,Gas,Automatic,22000,Qassim,143000,False
Hyundai,Accent,2017,Saudi,White,Standard,1.4,Gas,Automatic,168000,Jeddah,29000,False
BMW,The 7,2016,Saudi,Bronze,Full,2.0,Gas,Automatic,134000,Dammam,150000,False
Nissan,Bus Urvan,2016,Saudi,White,Standard,2.5,Gas,Automatic,89000,Dammam,57000,False
Mercedes,E,2017,Other,White,Full,2.0,Gas,Automatic,65000,Dammam,163000,False
Hyundai,Elantra,2014,Saudi,Black,Full,2.0,Gas,Automatic,288051,Riyadh,28000,False
Mercedes,C,2019,Gulf Arabic,Black,Full,2.0,Gas,Automatic,14000,Dammam,195000,False
Nissan,Sunny,2019,Saudi,Silver,Standard,1.5,Gas,Automatic,98000,Al-Medina,27500,False
Hyundai,Accent,2018,Saudi,Silver,Standard,1.4,Gas,Automatic,69000,Riyadh,35000,False
Toyota,Hilux,2014,Saudi,White,Full,2.7,Gas,Manual,221000,Riyadh,70000,False
GMC,Safari,2005,Saudi,Another Color,Semi Full,5.3,Gas,Automatic,84000,Dammam,22000,False
Mitsubishi,Pajero,2018,Saudi,White,Full,3.8,Gas,Automatic,60000,Jeddah,85000,False
Land Rover,Range Rover,2016,Saudi,White,Full,3.0,Gas,Automatic,100000,Dammam,135000,False
Ford,F150,2020,Gulf Arabic,Grey,Full,5.0,Gas,Automatic,2061,Qassim,155000,False
Isuzu,D-MAX,2014,Saudi,White,Standard,2.5,Diesel,Manual,125000,Jubail,45000,False
Land Rover,Range Rover,2016,Other,Black,Full,4.3,Gas,Automatic,87000,Al-Ahsa,167000,False
Toyota,Hilux,2006,Saudi,White,Full,2.7,Diesel,Manual,300000,Al-Medina,0,True
Cadillac,CT5,2021,Gulf Arabic,Black,Semi Full,2.0,Gas,Automatic,100,Jeddah,179000,False
Ford,Taurus,2015,Saudi,White,Full,3.5,Gas,Automatic,214,Aseer,0,True
Hyundai,Sonata,2017,Saudi,Silver,Standard,2.4,Gas,Automatic,61184,Riyadh,54000,False
Toyota,Camry,2016,Saudi,Silver,Standard,2.5,Gas,Automatic,183541,Riyadh,53000,False
Chevrolet,Impala,2017,Saudi,Navy,Semi Full,3.6,Gas,Automatic,122102,Riyadh,53500,False
Toyota,Camry,2016,Saudi,Brown,Standard,2.5,Gas,Automatic,136111,Riyadh,53500,False
Toyota,Innova,2018,Saudi,Grey,Semi Full,2.0,Gas,Automatic,99000,Jeddah,64000,False
Kia,Cerato,2018,Saudi,Silver,Semi Full,1.6,Gas,Automatic,161000,Riyadh,33000,False
Toyota,Camry,2008,Saudi,White,Standard,2.4,Gas,Manual,388000,Al-Baha,17000,False
Hyundai,Elantra,2015,Saudi,Blue,Standard,1.6,Gas,Automatic,227000,Taef,28000,False
Kia,K5,2021,Saudi,Silver,Standard,2.0,Gas,Automatic,61804,Jubail,1630,False
Honda,HRV,2021,Saudi,Black,Standard,1.8,Gas,Automatic,6000,Riyadh,60000,False
Toyota,Hilux,2016,Saudi,White,Standard,2.7,Gas,Manual,155000,Riyadh,61000,False
Toyota,Hilux,2018,Saudi,White,Full,2.7,Gas,Manual,175000,Riyadh,63000,False
Ford,Fusion,2014,Saudi,Grey,Semi Full,2.5,Gas,Automatic,200000,Riyadh,0,True
Toyota,Hilux,2018,Saudi,White,Full,2.7,Gas,Manual,111000,Riyadh,63000,False
Cadillac,Escalade,2007,Other,Another Color,Full,6.2,Gas,Automatic,222000,Najran,0,True
Hyundai,Accent,2019,Saudi,Silver,Standard,1.4,Gas,Automatic,70900,Dammam,40000,False
Toyota,Land Cruiser,1994,Saudi,Red,Standard,4.6,Gas,Manual,600000,Dammam,25000,False
Hyundai,Accent,2018,Saudi,White,Standard,1.5,Gas,Automatic,90400,Dammam,32000,False
Hyundai,Senta fe,2018,Saudi,White,Semi Full,3.3,Gas,Automatic,84000,Dammam,75000,False
Hyundai,Accent,2019,Saudi,Brown,Standard,1.4,Gas,Automatic,56400,Dammam,38000,False
Toyota,Land Cruiser,2017,Saudi,White,Full,4.0,Gas,Automatic,78000,Dammam,182000,False
Toyota,Hilux,2016,Gulf Arabic,White,Semi Full,2.7,Gas,Manual,70000,Dammam,77000,False
Toyota,Hilux,2016,Saudi,White,Semi Full,2.7,Gas,Manual,210800,Dammam,62000,False
Toyota,Hilux,2017,Saudi,White,Semi Full,2.7,Gas,Manual,150000,Dammam,70000,False
Renault,Duster,2017,Saudi,Silver,Standard,2.0,Gas,Automatic,124000,Dammam,27000,False
Ford,Fusion,2016,Saudi,Another Color,Standard,2.5,Gas,Automatic,107590,Riyadh,54500,False
Toyota,Camry,2017,Saudi,White,Standard,2.5,Gas,Automatic,190144,Riyadh,54000,False
Hyundai,Sonata,2018,Saudi,Grey,Standard,2.4,Gas,Automatic,161796,Riyadh,54500,False
Hyundai,Creta,2020,Saudi,White,Standard,1.6,Gas,Automatic,65357,Riyadh,55000,False
GMC,Sierra,2015,Saudi,Another Color,Standard,5.3,Gas,Automatic,259000,Dammam,75000,False
Toyota,Corolla,2013,Saudi,White,Standard,1.6,Gas,Automatic,290000,Dammam,30000,False
Mercedes,CLA,2020,Other,White,Standard,2.0,Gas,Automatic,14000,Riyadh,217000,False
Mazda,3,2016,Saudi,Silver,Semi Full,2.0,Gas,Automatic,104800,Riyadh,39000,False
